fqn	source	demand	corpusDefined	constraints	derived	stereotypes	taggedValues	defaults	escapes	file
meta::relational::metamodel::TableMapper	legend-engine	corpus	true	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::UnboundedFrameValue	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::UpsertSQLQuery	legend-engine	corpus	true	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::VariableDeclaration	legend-engine	corpus	true	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/metamodel.pure
meta::relational::metamodel::Window	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::WindowColumn	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::data::RelationalCSVData	legend-engine	java	true	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/test/relationalTest.pure
meta::relational::metamodel::data::RelationalCSVTable	legend-engine	java	true	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/metamodel/test/relationalTest.pure
meta::relational::metamodel::datatype::Array	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::BigInt	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::Binary	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::Bit	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::Boolean	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::Char	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::CoreDataType	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::DataType	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::Date	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::DbSpecificDataType	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::Decimal	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::Distinct	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::Double	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::Float	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::Integer	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::Numeric	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::Object	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::Other	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::Real	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::SemiStructured	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::SmallInt	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::Timestamp	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::TinyInt	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::Varbinary	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::datatype::Varchar	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::execute::ResultSet	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/functions.pure
meta::relational::metamodel::execute::Row	legend-pure	corpus	false	0	1	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/functions.pure
meta::relational::metamodel::join::AsOfJoin	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::join::Join	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::join::JoinTreeNode	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::join::RelationalTreeNode	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::join::RootJoinTreeNode	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::operation::BinaryOperation	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::operation::Function	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::operation::JoinStrings	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::operation::Operation	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::operation::SemiStructuredArrayElementAccess	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::operation::SemiStructuredObjectNavigation	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::operation::SemiStructuredPropertyAccess	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::operation::UnaryOperation	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::operation::VariableArityOperation	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::BusinessMilestoning	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::BusinessSnapshotMilestoning	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::CommonTableExpression	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::CommonTableExpressionReference	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::FunctionParameter	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::GeneratedAccessorTable	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::Milestoning	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::NamedRelation	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::ProcessingMilestoning	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::ProcessingSnapshotMilestoning	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::Relation	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::SelectSQLQuery	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::SemiStructuredArrayFlatten	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::SemiStructuredArrayFlattenOutput	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::Table	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::TabularFunction	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::TdsSelectSqlQuery	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::TemporalMilestoning	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::TemporalSnapshotMilestoning	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::View	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::metamodel::relation::ViewSelectSQLQuery	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/grammar/relational.pure
meta::relational::postProcessor::cteExtraction::ExtractSubQueriesAsCTEsPostProcessor	legend-engine	java	true	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/postprocessor/cteExtractionPostProcessor.pure
meta::relational::runtime::DataSource	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/relationalRuntime.pure
meta::relational::runtime::DatabaseType	legend-pure	java	false	enum						/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/relationalRuntime.pure
meta::relational::runtime::PostProcessor	legend-pure	java	false	0	2	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/relationalRuntime.pure
meta::relational::runtime::PostProcessorParameter	legend-pure	corpus	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/relationalRuntime.pure
meta::relational::runtime::PostProcessorWithParameter	legend-pure	java	false	0	0	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/relationalRuntime.pure
meta::relational::runtime::PostProcessors	legend-pure	java	false	0	2	0	0	0		/Users/neemsandv/legend/legend-pure/legend-pure-store/legend-pure-store-relational/legend-pure-m2-store-relational-pure/src/main/resources/platform_store_relational/relationalRuntime.pure
meta::relational::runtime::RelationalExecutionContext	legend-engine	java	true	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/runtime/executionContext/executionContext.pure
meta::relational::testDataGeneration::RowIdentifier	legend-engine	java	true	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/testDataGeneration/testDataGeneration.pure
meta::relational::testDataGeneration::TableRowIdentifiers	legend-engine	java	true	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/testDataGeneration/testDataGeneration.pure
meta::relational::testDataGeneration::TemporalMilestoningDates	legend-engine	java	true	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/testDataGeneration/testDataGeneration.pure
meta::relational::testDataGeneration::TestDataGenResult	legend-engine	java	true	0	0	0	0	0		/Users/neemsandv/legend/legend-engine/legend-engine-xts-relationalStore/legend-engine-xt-relationalStore-generation/legend-engine-xt-relationalStore-pure/legend-engine-xt-relationalStore-core-pure/src/main/resources/core_relational/relational/testDataGeneration/testDataGeneration.pure
